PERIOD,cl_id,MCC,currency,TRDATETIME,amount,target_flag,target_sum,trx_category_mul,year,ymonth,mday,wday,is_weekend,mcc_group,amount_log,channel_type_type0,channel_type_type1,channel_type_type2,channel_type_type3,channel_type_type4,channel_type_type5,trx_category_BACK_TRX,trx_category_C2C_IN,trx_category_C2C_OUT,trx_category_CASH_ADV,trx_category_CAT,trx_category_DEPOSIT,trx_category_POS,trx_category_WD_ATM_OTHER,trx_category_WD_ATM_PARTNER,trx_category_WD_ATM_ROS
01/07/2017,7075,5722,810,2017-07-25 00:00:00,6764.0,1,876799.29,-1,2017,7,25,1,False,11.0,6764.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,1553,5699,810,2017-04-09 00:00:00,2999.0,1,293980.95,-1,2017,4,9,6,True,10.0,2999.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,2201,5331,810,2016-12-11 00:00:00,684.0,1,134039.35,-1,2016,12,11,6,True,8.0,684.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,7063,5691,810,2016-12-20 00:00:00,7529.0,1,300.0,-1,2016,12,20,1,False,10.0,7529.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,3825,5964,810,2017-05-28 00:00:00,43.31,0,0.0,-1,2017,5,28,6,True,12.0,43.31,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,8596,5541,810,2016-12-23 00:00:00,1820.0,0,0.0,-1,2016,12,23,4,False,9.0,1820.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,2625,6012,810,2017-08-15 05:29:54,100.0,0,0.0,1,2017,8,15,1,False,7.0,100.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
01/03/2017,1939,5719,810,2017-03-25 00:00:00,2300.0,1,78297.54,-1,2017,3,25,5,True,11.0,2300.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,480,8043,810,2017-08-24 00:00:00,11704.6,1,76705.78,-1,2017,8,24,3,False,17.0,11704.6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,5394,5912,810,2017-07-28 00:00:00,3239.0,1,273204.4,-1,2017,7,28,4,False,11.0,3239.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,7161,5812,810,2017-02-17 00:00:00,170.0,1,39416.39,-1,2017,2,17,4,False,11.0,170.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,581,5411,810,2017-09-27 00:00:00,35.0,1,134363.48,-1,2017,9,27,2,False,8.0,35.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,5429,5411,978,2017-05-04 00:00:00,206.39,1,212773.79,-1,2017,5,4,3,False,8.0,206.39,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,3500,5411,810,2017-08-24 00:00:00,344.0,1,125073.06,-1,2017,8,24,3,False,8.0,344.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,8262,8099,810,2017-06-30 00:00:00,400.0,0,0.0,-1,2017,6,30,4,False,17.0,400.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,7212,4112,810,2017-01-08 00:00:00,11180.1,0,0.0,1,2017,1,8,6,True,5.0,11180.1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
01/05/2017,3194,5411,810,2017-05-18 00:00:00,127.13,1,96779.23,-1,2017,5,18,3,False,8.0,127.13,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,3212,5921,810,2016-12-31 00:00:00,2218.0,1,23494.04,-1,2016,12,31,5,True,11.0,2218.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,736,6011,810,2017-06-19 18:32:06,100000.0,1,297285.59,-1,2017,6,19,0,False,7.0,100000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/12/2016,7421,6012,810,2016-12-13 16:38:15,18050.0,1,627.7,1,2016,12,13,1,False,7.0,18050.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/10/2017,2000,5999,810,2017-10-28 10:49:43,200.0,1,39174.51,-1,2017,10,28,5,True,11.0,200.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,1838,5499,810,2017-07-29 00:00:00,45.5,1,227491.27,-1,2017,7,29,5,True,8.0,45.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,3532,5411,810,2017-05-23 00:00:00,4810.18,1,89712.63,-1,2017,5,23,1,False,8.0,4810.18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,1398,7997,810,2017-01-28 00:00:00,76.0,1,75285.68,-1,2017,1,28,5,True,16.0,76.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,6032,5411,810,2017-06-03 00:00:00,516.0,0,0.0,-1,2017,6,3,5,True,8.0,516.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,7470,5261,810,2017-01-12 00:00:00,1694.0,1,53297.25,-1,2017,1,12,3,False,8.0,1694.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,6548,6051,810,2017-06-09 00:00:00,2.72,1,59864.41,-1,2017,6,9,4,False,7.0,2.72,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,2726,5812,810,2017-06-21 00:00:00,1100.0,1,190850.33,-1,2017,6,21,2,False,11.0,1100.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,6604,5411,810,2017-03-04 00:00:00,618.0,0,0.0,-1,2017,3,4,5,True,8.0,618.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,7339,5311,978,2017-01-05 00:00:00,21.4,1,3083.0,-1,2017,1,5,3,False,8.0,21.4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,8327,5814,810,2017-07-27 00:00:00,75.0,0,0.0,-1,2017,7,27,3,False,11.0,75.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,886,5411,810,2017-07-15 00:00:00,790.0,1,51105.98,-1,2017,7,15,5,True,8.0,790.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2017,2302,5814,810,2017-10-11 00:00:00,251.0,1,176522.36,-1,2017,10,11,2,False,11.0,251.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,424,5411,810,2017-05-30 00:00:00,1357.64,1,29123.51,-1,2017,5,30,1,False,8.0,1357.64,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,9166,5541,810,2017-02-08 00:00:00,115.0,1,52708.77,-1,2017,2,8,2,False,9.0,115.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2017,4328,5661,810,2017-10-11 00:00:00,26000.0,1,744815.74,-1,2017,10,11,2,False,10.0,26000.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,2760,5912,810,2017-08-08 00:00:00,141.0,1,384.75,-1,2017,8,8,1,False,11.0,141.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,1544,5995,810,2017-03-04 00:00:00,1851.0,1,91224.49,-1,2017,3,4,5,True,11.0,1851.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,5561,5732,810,2017-08-25 00:00:00,440.0,0,0.0,-1,2017,8,25,4,False,11.0,440.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,10,5999,810,2017-09-13 06:05:58,50.0,0,0.0,-1,2017,9,13,2,False,11.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,6966,5541,810,2017-05-09 00:00:00,796.0,1,51310.68,-1,2017,5,9,1,False,9.0,796.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,1525,6012,810,2017-09-08 22:41:03,20000.0,1,209698.48,-1,2017,9,8,4,False,7.0,20000.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
01/03/2018,549,4121,810,2018-03-01 00:00:00,745.09,1,55306.47,-1,2018,3,1,3,False,5.0,745.09,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,7531,5814,810,2017-01-08 00:00:00,85.0,0,0.0,-1,2017,1,8,6,True,11.0,85.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,1960,5912,810,2017-01-22 00:00:00,465.0,1,318658.37,-1,2017,1,22,6,True,11.0,465.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,3467,5921,810,2017-08-22 00:00:00,185.41,1,124670.64,-1,2017,8,22,1,False,11.0,185.41,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,3453,5977,810,2017-05-14 00:00:00,992.0,0,0.0,-1,2017,5,14,6,True,11.0,992.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,2675,6011,810,2017-09-17 00:00:00,6000.0,1,14580.98,-1,2017,9,17,6,True,7.0,6000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
01/09/2017,563,5411,810,2017-09-11 00:00:00,258.3,1,213057.8,-1,2017,9,11,0,False,8.0,258.3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,505,5814,810,2017-04-25 00:00:00,276.0,1,142739.88,-1,2017,4,25,1,False,11.0,276.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,1204,4784,810,2017-04-16 00:00:00,150.0,1,299423.83,-1,2017,4,16,6,True,5.0,150.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,4229,6011,810,2017-06-11 00:00:00,1000.0,1,95184.47,-1,2017,6,11,6,True,7.0,1000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
01/12/2016,5177,6011,810,2016-12-16 14:11:32,200000.0,1,103857.86,-1,2016,12,16,4,False,7.0,200000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
01/05/2017,8581,5311,810,2017-05-17 00:00:00,25.5,0,0.0,-1,2017,5,17,2,False,8.0,25.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,9080,5814,810,2017-01-15 00:00:00,233.0,0,0.0,-1,2017,1,15,6,True,11.0,233.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,3565,5411,810,2017-07-07 00:00:00,570.0,0,0.0,-1,2017,7,7,4,False,8.0,570.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,6889,5499,810,2017-01-06 00:00:00,176.0,0,0.0,-1,2017,1,6,4,False,8.0,176.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,4821,7011,810,2016-12-14 00:00:00,30000.0,1,152453.12,-1,2016,12,14,2,False,4.0,30000.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,7197,5411,810,2017-02-13 00:00:00,3639.09,0,0.0,-1,2017,2,13,0,False,8.0,3639.09,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,4601,6011,810,2017-05-23 18:34:45,40000.0,1,173957.51,-1,2017,5,23,1,False,7.0,40000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
01/07/2017,6268,5541,810,2017-07-01 00:00:00,172.0,0,0.0,-1,2017,7,1,5,True,9.0,172.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2017,1481,7399,810,2017-10-13 00:00:00,199.42,1,122160.31,-1,2017,10,13,4,False,14.0,199.42,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,9903,6011,810,2017-01-21 00:00:00,1000.0,0,0.0,-1,2017,1,21,5,True,7.0,1000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
01/03/2017,396,5732,978,2017-03-23 00:00:00,953.11,0,0.0,-1,2017,3,23,3,False,11.0,953.11,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,4419,6011,810,2017-08-16 16:48:19,100000.0,0,0.0,-1,2017,8,16,2,False,7.0,100000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
01/05/2017,2483,6011,810,2017-05-02 12:07:41,20000.0,1,150206.49,-1,2017,5,2,1,False,7.0,20000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/07/2017,6956,5812,810,2017-07-04 00:00:00,760.0,0,0.0,-1,2017,7,4,1,False,11.0,760.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,2004,5691,810,2017-04-29 00:00:00,2091.0,1,205762.12,-1,2017,4,29,5,True,10.0,2091.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,4395,6012,810,2017-06-23 00:00:00,2000.0,1,56535.59,1,2017,6,23,4,False,7.0,2000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
01/09/2017,50,5411,810,2017-09-07 00:00:00,512.0,1,74592.37,-1,2017,9,7,3,False,8.0,512.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
01/05/2017,1594,6011,810,2017-05-17 17:06:20,14000.0,0,0.0,-1,2017,5,17,2,False,7.0,14000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/08/2017,3377,5814,810,2017-08-01 00:00:00,167.0,0,0.0,-1,2017,8,1,1,False,11.0,167.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,956,5411,810,2017-05-27 00:00:00,2923.56,1,101182.78,-1,2017,5,27,5,True,8.0,2923.56,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,1104,6012,810,2017-03-28 00:00:00,5000.0,1,1543.0,-1,2017,3,28,1,False,7.0,5000.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
01/08/2017,8276,5411,810,2017-08-18 00:00:00,34.0,1,50036.14,-1,2017,8,18,4,False,8.0,34.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,4474,7997,810,2017-05-21 00:00:00,314.0,1,259079.78,-1,2017,5,21,6,True,16.0,314.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,1553,4121,810,2017-04-22 00:00:00,289.0,1,293980.95,-1,2017,4,22,5,True,5.0,289.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2017,1176,5200,810,2017-12-20 00:00:00,98.0,1,304510.99,-1,2017,12,20,2,False,8.0,98.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,4821,6011,810,2017-01-10 00:00:00,5000.0,1,152453.12,-1,2017,1,10,1,False,7.0,5000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
01/05/2017,6966,5411,810,2017-05-14 00:00:00,806.5,1,51310.68,-1,2017,5,14,6,True,8.0,806.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,443,5411,810,2017-06-04 00:00:00,340.0,1,103713.54,-1,2017,6,4,6,True,8.0,340.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,373,5912,810,2017-08-19 00:00:00,1316.0,1,254670.24,-1,2017,8,19,5,True,11.0,1316.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,1778,5541,810,2017-02-12 00:00:00,1499.63,1,242426.94,-1,2017,2,12,6,True,9.0,1499.63,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,7058,5411,810,2017-03-09 00:00:00,1164.44,0,0.0,-1,2017,3,9,3,False,8.0,1164.44,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,7130,4121,810,2016-12-24 00:00:00,421.0,1,633.0,-1,2016,12,24,5,True,5.0,421.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/11/2016,8795,5411,810,2016-11-15 00:00:00,178.0,0,0.0,-1,2016,11,15,1,False,8.0,178.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,5822,5411,810,2016-12-22 00:00:00,310.8,0,0.0,-1,2016,12,22,3,False,8.0,310.8,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,2906,5499,810,2017-04-15 00:00:00,475.69,0,0.0,-1,2017,4,15,5,True,8.0,475.69,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,5428,5211,810,2017-07-27 00:00:00,450.0,0,0.0,-1,2017,7,27,3,False,8.0,450.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,10104,5912,810,2017-03-25 00:00:00,296.0,0,0.0,-1,2017,3,25,5,True,11.0,296.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,6610,5999,810,2017-01-16 17:01:38,1100.0,0,0.0,-1,2017,1,16,0,False,11.0,1100.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,2396,5814,810,2017-05-16 00:00:00,381.0,1,217846.23,-1,2017,5,16,1,False,11.0,381.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,9182,5812,810,2016-12-26 00:00:00,24500.0,0,0.0,-1,2016,12,26,0,False,11.0,24500.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,4197,5311,810,2017-06-05 00:00:00,432.47,1,2793.56,-1,2017,6,5,0,False,8.0,432.47,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,6624,5921,810,2017-04-26 00:00:00,404.0,1,86814.77,-1,2017,4,26,2,False,11.0,404.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,4789,6011,810,2017-08-11 11:04:23,5000.0,1,39233.77,-1,2017,8,11,4,False,7.0,5000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
01/11/2016,7683,5814,810,2016-11-19 00:00:00,199.0,0,0.0,-1,2016,11,19,5,True,11.0,199.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,7026,5411,810,2017-06-06 00:00:00,96.5,0,0.0,-1,2017,6,6,1,False,8.0,96.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,3030,5499,810,2016-12-02 00:00:00,305.0,1,78172.23,-1,2016,12,2,4,False,8.0,305.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,3292,4814,810,2017-04-13 00:00:00,900.0,1,38968.58,-1,2017,4,13,3,False,6.0,900.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,2071,5814,810,2017-08-05 00:00:00,90.0,1,245823.19,-1,2017,8,5,5,True,11.0,90.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,8642,5912,810,2017-04-29 00:00:00,2044.47,0,0.0,-1,2017,4,29,5,True,11.0,2044.47,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,3523,6010,810,2017-09-18 13:59:46,50000.0,1,205648.99,1,2017,9,18,0,False,7.0,50000.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/08/2017,2853,6011,810,2017-08-22 19:05:34,22900.0,1,239740.62,-1,2017,8,22,1,False,7.0,22900.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/06/2017,2125,5651,810,2017-06-17 00:00:00,899.0,1,3728.23,-1,2017,6,17,5,True,10.0,899.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,8846,5541,810,2017-04-06 00:00:00,1088.69,1,312.34,-1,2017,4,6,3,False,9.0,1088.69,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/11/2017,2438,5814,810,2017-11-14 00:00:00,1050.0,1,190850.33,-1,2017,11,14,1,False,11.0,1050.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,4058,5921,810,2017-04-04 00:00:00,399.0,1,276943.29,-1,2017,4,4,1,False,11.0,399.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,4731,5331,810,2017-09-02 00:00:00,577.0,1,1114375.75,-1,2017,9,2,5,True,8.0,577.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,4685,5999,810,2017-09-28 05:04:35,100.0,0,0.0,-1,2017,9,28,3,False,11.0,100.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,1267,6011,810,2017-03-31 14:38:32,5000.0,1,67155.55,-1,2017,3,31,4,False,7.0,5000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/02/2017,8260,5411,810,2017-02-02 00:00:00,692.46,0,0.0,-1,2017,2,2,3,False,8.0,692.46,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,8977,5541,810,2017-01-30 00:00:00,1000.0,0,0.0,-1,2017,1,30,0,False,9.0,1000.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,2784,5942,810,2017-07-11 00:00:00,850.0,0,0.0,-1,2017,7,11,1,False,11.0,850.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,2449,5411,810,2017-09-05 00:00:00,297.0,1,67174.18,-1,2017,9,5,1,False,8.0,297.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,2366,5541,810,2017-07-14 00:00:00,150.0,1,129563.06,-1,2017,7,14,4,False,9.0,150.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,5436,6011,810,2017-05-25 00:00:00,150000.0,1,195294.61,-1,2017,5,25,3,False,7.0,150000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
01/06/2017,1895,5411,810,2017-06-08 00:00:00,2913.15,1,21366.07,-1,2017,6,8,3,False,8.0,2913.15,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,3552,5411,810,2017-05-24 00:00:00,581.64,0,0.0,-1,2017,5,24,2,False,8.0,581.64,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,3763,5921,810,2017-05-14 00:00:00,431.0,1,28963.25,-1,2017,5,14,6,True,11.0,431.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,380,5411,810,2017-08-06 00:00:00,1507.56,1,247438.74,-1,2017,8,6,6,True,8.0,1507.56,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,2294,5411,810,2017-06-09 00:00:00,1347.0,1,164894.15,-1,2017,6,9,4,False,8.0,1347.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,2581,5541,810,2017-05-16 00:00:00,1190.0,1,165723.69,-1,2017,5,16,1,False,9.0,1190.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,3420,5541,810,2017-06-15 00:00:00,1185.0,1,114672.96,-1,2017,6,15,3,False,9.0,1185.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,4543,5812,810,2017-06-20 00:00:00,200.6,0,0.0,-1,2017,6,20,1,False,11.0,200.6,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,4141,5812,810,2017-02-08 00:00:00,217.0,1,76133.75,-1,2017,2,8,2,False,11.0,217.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,9241,4214,840,2017-06-28 00:00:00,2.36,0,0.0,-1,2017,6,28,2,False,5.0,2.36,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2017,6398,6011,810,2017-10-26 21:27:39,2000.0,1,238.7,1,2017,10,26,3,False,7.0,2000.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/09/2017,2929,6011,810,2017-09-16 11:10:01,700.0,0,0.0,-1,2017,9,16,5,True,7.0,700.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/09/2017,10,5533,810,2017-09-13 00:00:00,2372.9,0,0.0,-1,2017,9,13,2,False,9.0,2372.9,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2018,1203,5411,810,2018-03-02 00:00:00,4212.26,1,121887.13,-1,2018,3,2,4,False,8.0,4212.26,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,4120,5499,978,2017-05-16 00:00:00,1.84,0,0.0,-1,2017,5,16,1,False,8.0,1.84,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,2962,5814,810,2017-08-26 00:00:00,210.0,0,0.0,-1,2017,8,26,5,True,11.0,210.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,2776,5814,810,2017-08-07 00:00:00,715.0,1,150229.21,-1,2017,8,7,0,False,11.0,715.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,8357,5812,810,2016-12-13 00:00:00,175.0,0,0.0,-1,2016,12,13,1,False,11.0,175.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,5807,5411,810,2017-08-23 00:00:00,220.8,0,0.0,-1,2017,8,23,2,False,8.0,220.8,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,1411,5411,810,2017-07-19 00:00:00,477.0,1,149850.58,-1,2017,7,19,2,False,8.0,477.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,5837,5411,810,2017-08-18 00:00:00,205.0,0,0.0,-1,2017,8,18,4,False,8.0,205.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2018,3248,7997,810,2018-03-16 00:00:00,2300.0,1,310672.32,-1,2018,3,16,4,False,16.0,2300.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,2062,6011,810,2017-06-23 19:11:12,500.0,1,220500.27,-1,2017,6,23,4,False,7.0,500.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/02/2018,4867,5814,810,2018-02-28 00:00:00,250.12,1,319386.11,-1,2018,2,28,2,False,11.0,250.12,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,6519,5541,810,2016-12-20 00:00:00,1314.76,1,1248.0,-1,2016,12,20,1,False,9.0,1314.76,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,2596,6011,810,2017-01-23 07:09:49,300.0,1,34057.44,-1,2017,1,23,0,False,7.0,300.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/01/2017,6951,4829,810,2017-01-16 19:31:06,6000.0,1,583911.45,1,2017,1,16,0,False,7.0,6000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
01/07/2017,1002,4511,810,2017-07-05 00:00:00,7474.0,0,0.0,-1,2017,7,5,2,False,5.0,7474.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,4317,5945,810,2017-05-16 00:00:00,531.64,1,119306.3,-1,2017,5,16,1,False,11.0,531.64,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,1397,5814,810,2017-06-16 00:00:00,615.0,1,380229.19,-1,2017,6,16,4,False,11.0,615.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
